index,path,label,pred
686,../data/nyu_data/nyu2/dining_room_0012_out\154.jpg,9,19
690,../data/nyu_data/nyu2/living_room_0029_out\157.jpg,17,1
692,../data/nyu_data/nyu2/living_room_0005_out\14.jpg,17,2
695,../data/nyu_data/nyu2/kitchen_0019b_out\34.jpg,15,5
699,../data/nyu_data/nyu2/bathroom_0002_out\4.jpg,1,22
700,../data/nyu_data/nyu2/dining_room_0029_out\161.jpg,9,2
703,../data/nyu_data/nyu2/conference_room_0001_out\9.jpg,7,19
704,../data/nyu_data/nyu2/kitchen_0028b_out\88.jpg,15,2
706,../data/nyu_data/nyu2/bedroom_0052_out\297.jpg,2,19
713,../data/nyu_data/nyu2/kitchen_0051_out\2.jpg,15,2
716,../data/nyu_data/nyu2/study_0008_out\26.jpg,24,15
718,../data/nyu_data/nyu2/bathroom_0010_out\10.jpg,1,15
719,../data/nyu_data/nyu2/study_0008_out\31.jpg,24,18
721,../data/nyu_data/nyu2/dining_room_0002_out\7.jpg,9,22
722,../data/nyu_data/nyu2/living_room_0050_out\22.jpg,17,13
725,../data/nyu_data/nyu2/study_0003_out\23.jpg,24,12
737,../data/nyu_data/nyu2/living_room_0058_out\219.jpg,17,5
742,../data/nyu_data/nyu2/living_room_0029_out\36.jpg,17,15
743,../data/nyu_data/nyu2/office_0004_out\100.jpg,19,2
747,../data/nyu_data/nyu2/excercise_room_0001_out\173.jpg,10,2
750,../data/nyu_data/nyu2/living_room_0050_out\270.jpg,17,2
751,../data/nyu_data/nyu2/kitchen_0029c_out\107.jpg,15,19
753,../data/nyu_data/nyu2/bathroom_0034_out\9.jpg,1,15
755,../data/nyu_data/nyu2/living_room_0019_out\68.jpg,17,2
759,../data/nyu_data/nyu2/living_room_0029_out\105.jpg,17,2
763,../data/nyu_data/nyu2/living_room_0058_out\305.jpg,17,15
764,../data/nyu_data/nyu2/office_0019_out\31.jpg,19,2
765,../data/nyu_data/nyu2/kitchen_0043_out\231.jpg,15,19
779,../data/nyu_data/nyu2/living_room_0033_out\3.jpg,17,15
780,../data/nyu_data/nyu2/nyu_office_0_out\561.jpg,18,15
781,../data/nyu_data/nyu2/living_room_0018_out\161.jpg,17,19
785,../data/nyu_data/nyu2/dining_room_0012_out\65.jpg,9,17
796,../data/nyu_data/nyu2/living_room_0086a_out\15.jpg,17,15
798,../data/nyu_data/nyu2/dining_room_0012_out\178.jpg,9,2
799,../data/nyu_data/nyu2/living_room_0058_out\194.jpg,17,15
803,../data/nyu_data/nyu2/living_room_0082_out\46.jpg,17,20
807,../data/nyu_data/nyu2/living_room_0022_out\245.jpg,17,2
809,../data/nyu_data/nyu2/home_office_0011_out\33.jpg,13,2
811,../data/nyu_data/nyu2/kitchen_0048_out\266.jpg,15,19
822,../data/nyu_data/nyu2/dining_room_0012_out\152.jpg,9,19
823,../data/nyu_data/nyu2/living_room_0082_out\53.jpg,17,2
828,../data/nyu_data/nyu2/bedroom_0052_out\141.jpg,2,19
829,../data/nyu_data/nyu2/dining_room_0007_out\286.jpg,9,22
830,../data/nyu_data/nyu2/living_room_0018_out\130.jpg,17,15
831,../data/nyu_data/nyu2/living_room_0085_out\2.jpg,17,2
834,../data/nyu_data/nyu2/office_0004_out\107.jpg,19,2
837,../data/nyu_data/nyu2/nyu_office_0_out\254.jpg,18,3
838,../data/nyu_data/nyu2/dining_room_0007_out\155.jpg,9,2
843,../data/nyu_data/nyu2/dining_room_0007_out\188.jpg,9,7
848,../data/nyu_data/nyu2/living_room_0067_out\69.jpg,17,19
855,../data/nyu_data/nyu2/living_room_0019_out\243.jpg,17,2
860,../data/nyu_data/nyu2/home_storage_0001_out\81.jpg,13,2
862,../data/nyu_data/nyu2/living_room_0038_out\26.jpg,17,15
868,../data/nyu_data/nyu2/living_room_0018_out\290.jpg,17,2
869,../data/nyu_data/nyu2/living_room_0078_out\113.jpg,17,9
875,../data/nyu_data/nyu2/living_room_0018_out\299.jpg,17,2
877,../data/nyu_data/nyu2/living_room_0020_out\255.jpg,17,15
878,../data/nyu_data/nyu2/reception_room_0001a_out\49.jpg,22,19
881,../data/nyu_data/nyu2/nyu_office_0_out\526.jpg,18,9
882,../data/nyu_data/nyu2/office_kitchen_0003_out\77.jpg,19,0
883,../data/nyu_data/nyu2/kitchen_0011a_out\6.jpg,15,19
884,../data/nyu_data/nyu2/living_room_0032_out\17.jpg,17,2
886,../data/nyu_data/nyu2/bathroom_0048_out\71.jpg,1,15
887,../data/nyu_data/nyu2/dining_room_0029_out\43.jpg,9,2
893,../data/nyu_data/nyu2/living_room_0047b_out\274.jpg,17,2
894,../data/nyu_data/nyu2/indoor_balcony_0001_out\63.jpg,14,15
897,../data/nyu_data/nyu2/living_room_0058_out\327.jpg,17,19
898,../data/nyu_data/nyu2/living_room_0022_out\25.jpg,17,19
902,../data/nyu_data/nyu2/nyu_office_0_out\424.jpg,18,20
910,../data/nyu_data/nyu2/living_room_0018_out\78.jpg,17,15
913,../data/nyu_data/nyu2/living_room_0037_out\36.jpg,17,15
914,../data/nyu_data/nyu2/living_room_0037_out\54.jpg,17,2
916,../data/nyu_data/nyu2/bathroom_0013_out\16.jpg,1,22
917,../data/nyu_data/nyu2/living_room_0011_out\181.jpg,17,20
920,../data/nyu_data/nyu2/living_room_0032_out\21.jpg,17,2
922,../data/nyu_data/nyu2/home_storage_0001_out\97.jpg,13,2
925,../data/nyu_data/nyu2/living_room_0029_out\75.jpg,17,15
929,../data/nyu_data/nyu2/dining_room_0012_out\13.jpg,9,5
935,../data/nyu_data/nyu2/bedroom_0020_out\19.jpg,2,17
937,../data/nyu_data/nyu2/living_room_0047b_out\167.jpg,17,5
941,../data/nyu_data/nyu2/bathroom_0005_out\29.jpg,1,2
949,../data/nyu_data/nyu2/dining_room_0008_out\135.jpg,9,15
955,../data/nyu_data/nyu2/dining_room_0033_out\229.jpg,9,2
956,../data/nyu_data/nyu2/living_room_0011_out\108.jpg,17,2
957,../data/nyu_data/nyu2/nyu_office_0_out\238.jpg,18,2
961,../data/nyu_data/nyu2/home_office_0006_out\183.jpg,13,2
964,../data/nyu_data/nyu2/kitchen_0045b_out\29.jpg,15,5
976,../data/nyu_data/nyu2/kitchen_0033_out\6.jpg,15,2
979,../data/nyu_data/nyu2/office_0004_out\130.jpg,19,17
981,../data/nyu_data/nyu2/kitchen_0019a_out\158.jpg,15,2
987,../data/nyu_data/nyu2/conference_room_0001_out\23.jpg,7,19
991,../data/nyu_data/nyu2/living_room_0020_out\226.jpg,17,19
994,../data/nyu_data/nyu2/classroom_0022_out\162.jpg,5,2
995,../data/nyu_data/nyu2/bathroom_0019_out\65.jpg,1,15
996,../data/nyu_data/nyu2/living_room_0022_out\190.jpg,17,2
998,../data/nyu_data/nyu2/dining_room_0031_out\79.jpg,9,2
1000,../data/nyu_data/nyu2/living_room_0042b_out\115.jpg,17,2
1007,../data/nyu_data/nyu2/dining_room_0028_out\201.jpg,9,22
1017,../data/nyu_data/nyu2/living_room_0050_out\307.jpg,17,2
1020,../data/nyu_data/nyu2/living_room_0020_out\206.jpg,17,2
1026,../data/nyu_data/nyu2/kitchen_0035b_out\446.jpg,15,2
1029,../data/nyu_data/nyu2/office_0023_out\12.jpg,19,5
1032,../data/nyu_data/nyu2/bathroom_0024_out\34.jpg,1,2
1041,../data/nyu_data/nyu2/dining_room_0033_out\8.jpg,9,20
1052,../data/nyu_data/nyu2/cafe_0001c_out\156.jpg,4,9
1053,../data/nyu_data/nyu2/bedroom_0020_out\93.jpg,2,15
1061,../data/nyu_data/nyu2/bathroom_0056_out\10.jpg,1,15
1064,../data/nyu_data/nyu2/kitchen_0029c_out\121.jpg,15,19
1065,../data/nyu_data/nyu2/living_room_0005_out\24.jpg,17,2
1067,../data/nyu_data/nyu2/student_lounge_0001_out\278.jpg,23,5
1071,../data/nyu_data/nyu2/dining_room_0013_out\141.jpg,9,2
1073,../data/nyu_data/nyu2/bathroom_0002_out\53.jpg,1,22
1081,../data/nyu_data/nyu2/office_kitchen_0001a_out\34.jpg,19,5
1093,../data/nyu_data/nyu2/dining_room_0019_out\187.jpg,9,2
1097,../data/nyu_data/nyu2/dining_room_0023_out\207.jpg,9,15
1098,../data/nyu_data/nyu2/bathroom_0035_out\19.jpg,1,9
1099,../data/nyu_data/nyu2/indoor_balcony_0001_out\26.jpg,14,12
1102,../data/nyu_data/nyu2/living_room_0050_out\97.jpg,17,2
1105,../data/nyu_data/nyu2/kitchen_0019b_out\20.jpg,15,5
1113,../data/nyu_data/nyu2/living_room_0062_out\60.jpg,17,2
1118,../data/nyu_data/nyu2/living_room_0020_out\179.jpg,17,15
1122,../data/nyu_data/nyu2/living_room_0086a_out\13.jpg,17,15
1123,../data/nyu_data/nyu2/dining_room_0034_out\240.jpg,9,15
1125,../data/nyu_data/nyu2/foyer_0002_out\15.jpg,11,2
1132,../data/nyu_data/nyu2/bedroom_0059_out\15.jpg,2,15
1141,../data/nyu_data/nyu2/living_room_0022_out\1.jpg,17,2
1144,../data/nyu_data/nyu2/living_room_0063_out\83.jpg,17,2
1145,../data/nyu_data/nyu2/living_room_0058_out\135.jpg,17,15
1157,../data/nyu_data/nyu2/bedroom_0019_out\210.jpg,2,15
1160,../data/nyu_data/nyu2/kitchen_0051_out\449.jpg,15,5
1166,../data/nyu_data/nyu2/living_room_0022_out\57.jpg,17,19
1171,../data/nyu_data/nyu2/kitchen_0035b_out\231.jpg,15,13
1185,../data/nyu_data/nyu2/dining_room_0001b_out\326.jpg,9,15
1186,../data/nyu_data/nyu2/living_room_0022_out\219.jpg,17,2
1188,../data/nyu_data/nyu2/study_0003_out\3.jpg,24,13
1189,../data/nyu_data/nyu2/bathroom_0045a_out\89.jpg,1,3
1190,../data/nyu_data/nyu2/living_room_0067_out\143.jpg,17,19
1196,../data/nyu_data/nyu2/bathroom_0039_out\61.jpg,1,15
1203,../data/nyu_data/nyu2/living_room_0038_out\143.jpg,17,15
1208,../data/nyu_data/nyu2/bathroom_0028_out\9.jpg,1,15
1214,../data/nyu_data/nyu2/living_room_0022_out\310.jpg,17,13
1215,../data/nyu_data/nyu2/living_room_0005_out\1.jpg,17,2
1216,../data/nyu_data/nyu2/dining_room_0013_out\139.jpg,9,2
1219,../data/nyu_data/nyu2/living_room_0067_out\66.jpg,17,19
1223,../data/nyu_data/nyu2/living_room_0069b_out\6.jpg,17,12
1226,../data/nyu_data/nyu2/dining_room_0001b_out\316.jpg,9,3
1230,../data/nyu_data/nyu2/home_office_0011_out\25.jpg,13,2
1235,../data/nyu_data/nyu2/bathroom_0039_out\62.jpg,1,15
1240,../data/nyu_data/nyu2/living_room_0010_out\256.jpg,17,1
1242,../data/nyu_data/nyu2/living_room_0086b_out\43.jpg,17,15
1243,../data/nyu_data/nyu2/living_room_0006_out\2.jpg,17,20
1244,../data/nyu_data/nyu2/living_room_0020_out\99.jpg,17,15
1249,../data/nyu_data/nyu2/kitchen_0033_out\13.jpg,15,2
1254,../data/nyu_data/nyu2/kitchen_0037_out\141.jpg,15,2
1256,../data/nyu_data/nyu2/nyu_office_0_out\498.jpg,18,2
1261,../data/nyu_data/nyu2/bedroom_0067a_out\14.jpg,2,5
1263,../data/nyu_data/nyu2/dining_room_0008_out\220.jpg,9,2
1265,../data/nyu_data/nyu2/bathroom_0041_out\34.jpg,1,15
1268,../data/nyu_data/nyu2/living_room_0062_out\259.jpg,17,9
1269,../data/nyu_data/nyu2/furniture_store_0002b_out\364.jpg,12,2
1277,../data/nyu_data/nyu2/living_room_0058_out\67.jpg,17,15
1281,../data/nyu_data/nyu2/living_room_0058_out\176.jpg,17,15
1283,../data/nyu_data/nyu2/kitchen_0033_out\16.jpg,15,2
1286,../data/nyu_data/nyu2/living_room_0042a_out\44.jpg,17,2
1290,../data/nyu_data/nyu2/kitchen_0035b_out\226.jpg,15,13
1301,../data/nyu_data/nyu2/kitchen_0035b_out\438.jpg,15,2
1309,../data/nyu_data/nyu2/living_room_0062_out\269.jpg,17,9
1313,../data/nyu_data/nyu2/indoor_balcony_0001_out\60.jpg,14,2
1314,../data/nyu_data/nyu2/living_room_0082_out\68.jpg,17,2
1316,../data/nyu_data/nyu2/dining_room_0031_out\206.jpg,9,2
1319,../data/nyu_data/nyu2/indoor_balcony_0001_out\7.jpg,14,9
1320,../data/nyu_data/nyu2/living_room_0047b_out\77.jpg,17,15
1322,../data/nyu_data/nyu2/living_room_0050_out\384.jpg,17,22
1324,../data/nyu_data/nyu2/bedroom_0045_out\9.jpg,2,15
1330,../data/nyu_data/nyu2/living_room_0005_out\6.jpg,17,2
1332,../data/nyu_data/nyu2/living_room_0022_out\23.jpg,17,19
1334,../data/nyu_data/nyu2/living_room_0012_out\73.jpg,17,2
1337,../data/nyu_data/nyu2/dinette_0001_out\69.jpg,8,15
1340,../data/nyu_data/nyu2/conference_room_0001_out\158.jpg,7,19
1345,../data/nyu_data/nyu2/dining_room_0031_out\545.jpg,9,2
1346,../data/nyu_data/nyu2/bedroom_0063_out\7.jpg,2,15
1347,../data/nyu_data/nyu2/living_room_0012_out\270.jpg,17,19
1357,../data/nyu_data/nyu2/reception_room_0001a_out\76.jpg,22,19
1362,../data/nyu_data/nyu2/furniture_store_0002d_out\54.jpg,12,2
1363,../data/nyu_data/nyu2/dining_room_0023_out\240.jpg,9,22
1364,../data/nyu_data/nyu2/living_room_0012_out\145.jpg,17,2
1366,../data/nyu_data/nyu2/dining_room_0029_out\64.jpg,9,19
1369,../data/nyu_data/nyu2/living_room_0012_out\183.jpg,17,19
1370,../data/nyu_data/nyu2/dining_room_0012_out\145.jpg,9,19
1371,../data/nyu_data/nyu2/bedroom_0086_out\184.jpg,2,13
1372,../data/nyu_data/nyu2/living_room_0062_out\247.jpg,17,19
1375,../data/nyu_data/nyu2/kitchen_0019b_out\37.jpg,15,5
1377,../data/nyu_data/nyu2/office_0003_out\38.jpg,19,15
1385,../data/nyu_data/nyu2/living_room_0020_out\325.jpg,17,19
1389,../data/nyu_data/nyu2/playroom_0004_out\174.jpg,20,9
1393,../data/nyu_data/nyu2/bathroom_0019_out\75.jpg,1,15
1395,../data/nyu_data/nyu2/dining_room_0012_out\251.jpg,9,15
1399,../data/nyu_data/nyu2/nyu_office_0_out\29.jpg,18,3
1400,../data/nyu_data/nyu2/bedroom_0036_out\4.jpg,2,20
1407,../data/nyu_data/nyu2/living_room_0069a_out\55.jpg,17,15
1422,../data/nyu_data/nyu2/living_room_0050_out\63.jpg,17,9
1426,../data/nyu_data/nyu2/living_room_0085_out\23.jpg,17,2
1429,../data/nyu_data/nyu2/living_room_0018_out\106.jpg,17,2
1430,../data/nyu_data/nyu2/dining_room_0007_out\153.jpg,9,2
1434,../data/nyu_data/nyu2/nyu_office_0_out\554.jpg,18,15
1441,../data/nyu_data/nyu2/bathroom_0039_out\21.jpg,1,15
1445,../data/nyu_data/nyu2/living_room_0011_out\79.jpg,17,24
1449,../data/nyu_data/nyu2/bathroom_0041_out\5.jpg,1,15
1455,../data/nyu_data/nyu2/bedroom_0021_out\81.jpg,2,19
1456,../data/nyu_data/nyu2/bathroom_0024_out\7.jpg,1,2
1459,../data/nyu_data/nyu2/living_room_0083_out\9.jpg,17,15
1466,../data/nyu_data/nyu2/dining_room_0029_out\83.jpg,9,19
1468,../data/nyu_data/nyu2/bathroom_0053_out\8.jpg,1,15
1480,../data/nyu_data/nyu2/living_room_0039_out\225.jpg,17,15
1489,../data/nyu_data/nyu2/nyu_office_0_out\583.jpg,18,19
1491,../data/nyu_data/nyu2/living_room_0067_out\97.jpg,17,19
1493,../data/nyu_data/nyu2/bedroom_0136_out\180.jpg,2,15
1494,../data/nyu_data/nyu2/dining_room_0034_out\210.jpg,9,15
1497,../data/nyu_data/nyu2/bedroom_0021_out\161.jpg,2,19
1504,../data/nyu_data/nyu2/reception_room_0001a_out\33.jpg,22,19
