index,path,label,pred
43,../data/rgbd-dataset-10k\train\images\camera_2_4_112_crop.png,7,7
45,../data/rgbd-dataset-10k\train\images\pear_3_2_7_crop.png,32,32
46,../data/rgbd-dataset-10k\train\images\orange_1_2_99_crop.png,30,30
47,../data/rgbd-dataset-10k\train\images\keyboard_4_1_37_crop.png,21,21
48,../data/rgbd-dataset-10k\test\images\ball_4_4_251_crop.png,1,1
49,../data/rgbd-dataset-10k\valid\images\plate_1_2_47_crop.png,34,34
50,../data/rgbd-dataset-10k\valid\images\apple_3_2_5_crop.png,0,0
51,../data/rgbd-dataset-10k\valid\images\plate_5_1_5_crop.png,34,34
52,../data/rgbd-dataset-10k\train\images\dry_battery_1_4_188_crop.png,13,13
53,../data/rgbd-dataset-10k\train\images\lime_4_2_20_crop.png,25,25
54,../data/rgbd-dataset-10k\train\images\lemon_2_1_86_crop.png,23,23
55,../data/rgbd-dataset-10k\train\images\flashlight_5_1_115_crop.png,14,14
57,../data/rgbd-dataset-10k\train\images\pitcher_1_4_76_crop.png,33,33
59,../data/rgbd-dataset-10k\train\images\lightbulb_3_4_72_crop.png,24,24
60,../data/rgbd-dataset-10k\train\images\scissors_1_4_104_crop.png,38,38
61,../data/rgbd-dataset-10k\train\images\soda_can_2_2_136_crop.png,40,40
62,../data/rgbd-dataset-10k\valid\images\scissors_1_2_83_crop.png,38,38
63,../data/rgbd-dataset-10k\train\images\cereal_box_4_1_8_crop.png,10,10
64,../data/rgbd-dataset-10k\train\images\sponge_8_2_77_crop.png,41,41
65,../data/rgbd-dataset-10k\valid\images\onion_4_4_24_crop.png,29,29
66,../data/rgbd-dataset-10k\test\images\kleenex_3_4_124_crop.png,22,22
67,../data/rgbd-dataset-10k\train\images\binder_1_1_178_crop.png,4,4
68,../data/rgbd-dataset-10k\train\images\marker_4_4_78_crop.png,26,26
69,../data/rgbd-dataset-10k\train\images\binder_1_2_89_crop.png,4,4
70,../data/rgbd-dataset-10k\train\images\peach_3_1_38_crop.png,31,31
71,../data/rgbd-dataset-10k\valid\images\potato_3_1_41_crop.png,36,36
72,../data/rgbd-dataset-10k\train\images\comb_2_2_141_crop.png,12,12
73,../data/rgbd-dataset-10k\train\images\banana_2_4_166_crop.png,2,2
74,../data/rgbd-dataset-10k\train\images\pliers_4_1_176_crop.png,35,35
75,../data/rgbd-dataset-10k\train\images\lemon_5_4_17_crop.png,23,23
76,../data/rgbd-dataset-10k\train\images\cereal_box_1_4_163_crop.png,10,10
77,../data/rgbd-dataset-10k\train\images\bell_pepper_1_4_170_crop.png,3,3
78,../data/rgbd-dataset-10k\valid\images\binder_1_4_92_crop.png,4,4
79,../data/rgbd-dataset-10k\test\images\cap_1_1_123_crop.png,8,8
80,../data/rgbd-dataset-10k\train\images\banana_4_2_145_crop.png,2,2
81,../data/rgbd-dataset-10k\train\images\mushroom_1_4_208_crop.png,27,27
84,../data/rgbd-dataset-10k\train\images\glue_stick_6_1_30_crop.png,17,17
85,../data/rgbd-dataset-10k\train\images\instant_noodles_8_4_244_crop.png,20,20
86,../data/rgbd-dataset-10k\train\images\plate_2_1_67_crop.png,34,34
87,../data/rgbd-dataset-10k\train\images\ball_7_2_113_crop.png,1,1
88,../data/rgbd-dataset-10k\train\images\pliers_4_4_24_crop.png,35,35
90,../data/rgbd-dataset-10k\train\images\apple_3_1_150_crop.png,0,0
92,../data/rgbd-dataset-10k\train\images\orange_1_2_45_crop.png,30,30
94,../data/rgbd-dataset-10k\train\images\pliers_5_2_129_crop.png,35,35
95,../data/rgbd-dataset-10k\train\images\cap_1_2_209_crop.png,8,8
96,../data/rgbd-dataset-10k\train\images\pitcher_2_4_14_crop.png,33,33
97,../data/rgbd-dataset-10k\train\images\flashlight_2_2_87_crop.png,14,14
98,../data/rgbd-dataset-10k\train\images\glue_stick_5_1_11_crop.png,17,17
99,../data/rgbd-dataset-10k\train\images\ball_1_4_144_crop.png,1,1
100,../data/rgbd-dataset-10k\train\images\toothpaste_4_1_159_crop.png,45,45
101,../data/rgbd-dataset-10k\train\images\glue_stick_2_2_176_crop.png,17,17
102,../data/rgbd-dataset-10k\train\images\hand_towel_2_2_82_crop.png,19,19
103,../data/rgbd-dataset-10k\test\images\pitcher_3_2_74_crop.png,33,33
104,../data/rgbd-dataset-10k\train\images\cap_1_4_107_crop.png,8,8
105,../data/rgbd-dataset-10k\train\images\sponge_11_2_228_crop.png,41,41
106,../data/rgbd-dataset-10k\train\images\pitcher_1_2_170_crop.png,33,33
107,../data/rgbd-dataset-10k\valid\images\cell_phone_1_1_46_crop.png,9,9
108,../data/rgbd-dataset-10k\train\images\toothbrush_4_2_193_crop.png,44,44
109,../data/rgbd-dataset-10k\test\images\bell_pepper_5_1_34_crop.png,3,3
110,../data/rgbd-dataset-10k\train\images\soda_can_2_4_125_crop.png,40,40
112,../data/rgbd-dataset-10k\train\images\plate_4_1_51_crop.png,34,34
113,../data/rgbd-dataset-10k\train\images\peach_3_4_177_crop.png,31,31
114,../data/rgbd-dataset-10k\train\images\banana_4_1_155_crop.png,2,2
115,../data/rgbd-dataset-10k\train\images\orange_4_4_64_crop.png,30,30
116,../data/rgbd-dataset-10k\valid\images\lemon_4_1_66_crop.png,23,23
118,../data/rgbd-dataset-10k\train\images\mushroom_1_2_37_crop.png,27,27
119,../data/rgbd-dataset-10k\test\images\hand_towel_5_4_47_crop.png,19,19
120,../data/rgbd-dataset-10k\train\images\bell_pepper_3_2_120_crop.png,3,3
121,../data/rgbd-dataset-10k\train\images\shampoo_1_2_77_crop.png,39,39
122,../data/rgbd-dataset-10k\valid\images\lime_1_1_193_crop.png,25,25
123,../data/rgbd-dataset-10k\train\images\toothpaste_2_2_55_crop.png,45,45
124,../data/rgbd-dataset-10k\train\images\binder_2_4_163_crop.png,4,4
125,../data/rgbd-dataset-10k\train\images\toothbrush_5_2_79_crop.png,44,44
126,../data/rgbd-dataset-10k\train\images\kleenex_4_2_241_crop.png,22,22
128,../data/rgbd-dataset-10k\train\images\pliers_5_2_148_crop.png,35,35
130,../data/rgbd-dataset-10k\train\images\soda_can_5_2_63_crop.png,40,40
131,../data/rgbd-dataset-10k\train\images\toothbrush_4_1_52_crop.png,44,44
133,../data/rgbd-dataset-10k\train\images\camera_2_2_123_crop.png,7,7
134,../data/rgbd-dataset-10k\test\images\stapler_7_1_268_crop.png,42,42
135,../data/rgbd-dataset-10k\train\images\toothbrush_2_4_168_crop.png,44,44
136,../data/rgbd-dataset-10k\train\images\sponge_11_4_188_crop.png,41,41
138,../data/rgbd-dataset-10k\train\images\cereal_box_1_1_208_crop.png,10,10
139,../data/rgbd-dataset-10k\train\images\peach_2_1_80_crop.png,31,31
141,../data/rgbd-dataset-10k\train\images\cap_2_4_46_crop.png,8,8
143,../data/rgbd-dataset-10k\train\images\apple_4_1_37_crop.png,0,0
144,../data/rgbd-dataset-10k\train\images\lightbulb_2_1_43_crop.png,24,24
145,../data/rgbd-dataset-10k\valid\images\scissors_3_2_6_crop.png,38,38
146,../data/rgbd-dataset-10k\train\images\cell_phone_4_1_111_crop.png,9,9
147,../data/rgbd-dataset-10k\train\images\plate_2_2_158_crop.png,34,34
149,../data/rgbd-dataset-10k\train\images\comb_2_1_88_crop.png,12,12
150,../data/rgbd-dataset-10k\train\images\banana_4_2_191_crop.png,2,2
151,../data/rgbd-dataset-10k\train\images\calculator_3_1_168_crop.png,6,6
154,../data/rgbd-dataset-10k\train\images\lemon_4_1_175_crop.png,23,23
155,../data/rgbd-dataset-10k\train\images\instant_noodles_5_1_49_crop.png,20,20
156,../data/rgbd-dataset-10k\train\images\camera_1_1_65_crop.png,7,7
157,../data/rgbd-dataset-10k\train\images\potato_5_2_126_crop.png,36,36
158,../data/rgbd-dataset-10k\test\images\orange_3_1_136_crop.png,30,30
160,../data/rgbd-dataset-10k\train\images\marker_6_2_192_crop.png,26,26
161,../data/rgbd-dataset-10k\train\images\peach_3_4_170_crop.png,31,31
162,../data/rgbd-dataset-10k\train\images\ball_2_4_253_crop.png,1,1
163,../data/rgbd-dataset-10k\train\images\soda_can_4_2_127_crop.png,40,40
165,../data/rgbd-dataset-10k\train\images\toothbrush_1_4_165_crop.png,44,44
166,../data/rgbd-dataset-10k\train\images\scissors_1_1_22_crop.png,38,38
168,../data/rgbd-dataset-10k\train\images\lime_4_2_222_crop.png,25,25
169,../data/rgbd-dataset-10k\train\images\soda_can_1_2_162_crop.png,40,40
170,../data/rgbd-dataset-10k\train\images\apple_4_1_9_crop.png,0,0
171,../data/rgbd-dataset-10k\train\images\marker_6_4_246_crop.png,26,26
172,../data/rgbd-dataset-10k\valid\images\glue_stick_5_2_162_crop.png,17,17
173,../data/rgbd-dataset-10k\train\images\coffee_mug_8_4_164_crop.png,11,11
174,../data/rgbd-dataset-10k\train\images\glue_stick_6_4_190_crop.png,17,17
175,../data/rgbd-dataset-10k\train\images\onion_4_4_153_crop.png,29,29
176,../data/rgbd-dataset-10k\train\images\binder_1_2_146_crop.png,4,4
177,../data/rgbd-dataset-10k\train\images\soda_can_2_1_4_crop.png,40,40
178,../data/rgbd-dataset-10k\train\images\toothbrush_4_1_34_crop.png,44,44
179,../data/rgbd-dataset-10k\train\images\scissors_2_2_164_crop.png,38,38
180,../data/rgbd-dataset-10k\train\images\ball_2_4_131_crop.png,1,1
181,../data/rgbd-dataset-10k\train\images\notebook_4_2_42_crop.png,28,28
182,../data/rgbd-dataset-10k\train\images\toothbrush_5_2_127_crop.png,44,44
184,../data/rgbd-dataset-10k\train\images\notebook_5_1_106_crop.png,28,28
185,../data/rgbd-dataset-10k\train\images\pitcher_2_4_152_crop.png,33,33
186,../data/rgbd-dataset-10k\train\images\peach_1_2_7_crop.png,31,31
187,../data/rgbd-dataset-10k\train\images\peach_2_4_32_crop.png,31,31
189,../data/rgbd-dataset-10k\test\images\apple_2_1_70_crop.png,0,0
190,../data/rgbd-dataset-10k\train\images\peach_1_1_161_crop.png,31,31
191,../data/rgbd-dataset-10k\valid\images\notebook_3_4_104_crop.png,28,28
192,../data/rgbd-dataset-10k\train\images\apple_4_1_132_crop.png,0,0
193,../data/rgbd-dataset-10k\train\images\cap_4_1_184_crop.png,8,8
194,../data/rgbd-dataset-10k\train\images\sponge_5_1_219_crop.png,41,41
196,../data/rgbd-dataset-10k\train\images\dry_battery_2_4_82_crop.png,13,13
198,../data/rgbd-dataset-10k\train\images\greens_2_1_3_crop.png,18,18
201,../data/rgbd-dataset-10k\train\images\toothbrush_2_4_192_crop.png,44,44
202,../data/rgbd-dataset-10k\test\images\sponge_5_4_103_crop.png,41,41
203,../data/rgbd-dataset-10k\train\images\kleenex_2_4_267_crop.png,22,22
204,../data/rgbd-dataset-10k\train\images\camera_2_4_184_crop.png,7,7
206,../data/rgbd-dataset-10k\test\images\bowl_2_4_36_crop.png,5,5
207,../data/rgbd-dataset-10k\train\images\shampoo_5_2_159_crop.png,39,39
208,../data/rgbd-dataset-10k\train\images\banana_4_4_25_crop.png,2,2
209,../data/rgbd-dataset-10k\train\images\rubber_eraser_3_2_141_crop.png,37,37
210,../data/rgbd-dataset-10k\test\images\lemon_6_2_170_crop.png,23,23
211,../data/rgbd-dataset-10k\train\images\sponge_3_1_5_crop.png,41,41
212,../data/rgbd-dataset-10k\train\images\pliers_5_4_107_crop.png,35,35
213,../data/rgbd-dataset-10k\train\images\food_cup_2_4_215_crop.png,15,15
214,../data/rgbd-dataset-10k\test\images\rubber_eraser_3_2_196_crop.png,37,37
215,../data/rgbd-dataset-10k\train\images\keyboard_5_4_16_crop.png,21,21
218,../data/rgbd-dataset-10k\train\images\onion_5_1_78_crop.png,29,29
220,../data/rgbd-dataset-10k\train\images\rubber_eraser_4_1_216_crop.png,37,37
222,../data/rgbd-dataset-10k\train\images\tomato_6_4_83_crop.png,43,43
224,../data/rgbd-dataset-10k\train\images\plate_4_4_180_crop.png,34,34
225,../data/rgbd-dataset-10k\test\images\dry_battery_2_2_53_crop.png,13,13
226,../data/rgbd-dataset-10k\train\images\plate_5_1_79_crop.png,34,34
227,../data/rgbd-dataset-10k\train\images\pliers_6_2_175_crop.png,35,35
228,../data/rgbd-dataset-10k\train\images\rubber_eraser_4_4_139_crop.png,37,37
229,../data/rgbd-dataset-10k\train\images\notebook_5_2_174_crop.png,28,28
230,../data/rgbd-dataset-10k\train\images\cap_4_2_196_crop.png,8,8
231,../data/rgbd-dataset-10k\train\images\lemon_3_1_35_crop.png,23,23
232,../data/rgbd-dataset-10k\train\images\toothbrush_5_2_46_crop.png,44,44
233,../data/rgbd-dataset-10k\train\images\instant_noodles_2_1_259_crop.png,20,20
234,../data/rgbd-dataset-10k\train\images\mushroom_1_4_49_crop.png,27,27
235,../data/rgbd-dataset-10k\test\images\mushroom_1_2_276_crop.png,27,27
236,../data/rgbd-dataset-10k\train\images\pear_7_1_254_crop.png,32,32
237,../data/rgbd-dataset-10k\train\images\cereal_box_4_2_15_crop.png,10,10
239,../data/rgbd-dataset-10k\train\images\dry_battery_5_1_96_crop.png,13,13
240,../data/rgbd-dataset-10k\train\images\peach_2_4_17_crop.png,31,31
241,../data/rgbd-dataset-10k\train\images\peach_1_1_153_crop.png,31,31
242,../data/rgbd-dataset-10k\train\images\keyboard_2_2_26_crop.png,21,21
243,../data/rgbd-dataset-10k\train\images\potato_1_4_112_crop.png,36,36
246,../data/rgbd-dataset-10k\train\images\glue_stick_3_1_14_crop.png,17,17
247,../data/rgbd-dataset-10k\train\images\apple_5_4_160_crop.png,0,0
249,../data/rgbd-dataset-10k\train\images\cereal_box_4_4_83_crop.png,10,10
250,../data/rgbd-dataset-10k\valid\images\plate_2_1_194_crop.png,34,34
251,../data/rgbd-dataset-10k\train\images\scissors_4_1_118_crop.png,38,38
252,../data/rgbd-dataset-10k\train\images\lemon_2_2_78_crop.png,23,23
253,../data/rgbd-dataset-10k\train\images\ball_7_4_62_crop.png,1,1
254,../data/rgbd-dataset-10k\train\images\lemon_5_1_142_crop.png,23,23
257,../data/rgbd-dataset-10k\test\images\cap_4_4_3_crop.png,8,8
258,../data/rgbd-dataset-10k\train\images\notebook_5_4_194_crop.png,28,28
259,../data/rgbd-dataset-10k\train\images\toothpaste_4_4_82_crop.png,45,45
261,../data/rgbd-dataset-10k\train\images\notebook_5_4_23_crop.png,28,28
262,../data/rgbd-dataset-10k\train\images\food_jar_5_2_104_crop.png,15,15
263,../data/rgbd-dataset-10k\train\images\dry_battery_4_2_160_crop.png,13,13
264,../data/rgbd-dataset-10k\test\images\bowl_2_2_72_crop.png,5,5
265,../data/rgbd-dataset-10k\test\images\pliers_3_2_50_crop.png,35,35
266,../data/rgbd-dataset-10k\train\images\mushroom_2_4_88_crop.png,27,27
268,../data/rgbd-dataset-10k\train\images\lime_4_2_198_crop.png,25,25
269,../data/rgbd-dataset-10k\train\images\lime_3_4_167_crop.png,25,25
270,../data/rgbd-dataset-10k\train\images\pliers_3_2_66_crop.png,35,35
272,../data/rgbd-dataset-10k\train\images\flashlight_5_4_28_crop.png,14,14
273,../data/rgbd-dataset-10k\train\images\pliers_2_4_31_crop.png,35,35
274,../data/rgbd-dataset-10k\train\images\sponge_10_4_18_crop.png,41,41
275,../data/rgbd-dataset-10k\train\images\toothbrush_1_4_75_crop.png,44,44
276,../data/rgbd-dataset-10k\test\images\keyboard_3_2_76_crop.png,21,21
277,../data/rgbd-dataset-10k\train\images\glue_stick_5_2_5_crop.png,17,17
278,../data/rgbd-dataset-10k\test\images\pear_1_1_181_crop.png,32,32
279,../data/rgbd-dataset-10k\train\images\onion_6_1_131_crop.png,29,29
280,../data/rgbd-dataset-10k\train\images\lime_1_4_12_crop.png,25,25
281,../data/rgbd-dataset-10k\train\images\apple_4_1_99_crop.png,0,0
282,../data/rgbd-dataset-10k\valid\images\camera_3_2_145_crop.png,7,7
283,../data/rgbd-dataset-10k\train\images\binder_3_1_91_crop.png,4,4
286,../data/rgbd-dataset-10k\train\images\instant_noodles_7_2_238_crop.png,20,20
287,../data/rgbd-dataset-10k\valid\images\potato_5_2_105_crop.png,36,36
288,../data/rgbd-dataset-10k\valid\images\lime_2_2_2_crop.png,25,25
289,../data/rgbd-dataset-10k\valid\images\glue_stick_6_2_27_crop.png,17,17
292,../data/rgbd-dataset-10k\train\images\tomato_6_2_224_crop.png,43,43
295,../data/rgbd-dataset-10k\train\images\instant_noodles_6_1_211_crop.png,20,20
296,../data/rgbd-dataset-10k\train\images\sponge_1_1_31_crop.png,41,41
297,../data/rgbd-dataset-10k\valid\images\cap_4_1_17_crop.png,8,8
299,../data/rgbd-dataset-10k\train\images\onion_1_1_112_crop.png,29,29
300,../data/rgbd-dataset-10k\test\images\potato_2_4_48_crop.png,36,36
301,../data/rgbd-dataset-10k\train\images\water_bottle_10_1_36_crop.png,46,46
302,../data/rgbd-dataset-10k\train\images\cap_1_4_204_crop.png,8,8
304,../data/rgbd-dataset-10k\train\images\potato_1_2_99_crop.png,36,36
305,../data/rgbd-dataset-10k\train\images\calculator_1_1_165_crop.png,6,6
306,../data/rgbd-dataset-10k\train\images\pear_2_2_172_crop.png,32,32
307,../data/rgbd-dataset-10k\train\images\glue_stick_4_4_80_crop.png,17,17
309,../data/rgbd-dataset-10k\valid\images\soda_can_6_2_36_crop.png,40,40
310,../data/rgbd-dataset-10k\train\images\sponge_2_4_145_crop.png,41,41
313,../data/rgbd-dataset-10k\train\images\marker_8_1_131_crop.png,26,26
314,../data/rgbd-dataset-10k\test\images\coffee_mug_6_2_4_crop.png,11,11
315,../data/rgbd-dataset-10k\train\images\greens_3_1_82_crop.png,18,18
318,../data/rgbd-dataset-10k\train\images\binder_3_1_99_crop.png,4,4
319,../data/rgbd-dataset-10k\train\images\coffee_mug_3_2_79_crop.png,11,11
320,../data/rgbd-dataset-10k\train\images\toothbrush_1_4_8_crop.png,44,44
322,../data/rgbd-dataset-10k\train\images\notebook_4_4_73_crop.png,28,28
323,../data/rgbd-dataset-10k\train\images\lime_4_2_113_crop.png,25,25
324,../data/rgbd-dataset-10k\train\images\lemon_3_2_6_crop.png,23,23
325,../data/rgbd-dataset-10k\train\images\onion_2_1_57_crop.png,29,29
326,../data/rgbd-dataset-10k\train\images\kleenex_5_1_70_crop.png,22,22
327,../data/rgbd-dataset-10k\train\images\banana_3_2_130_crop.png,2,2
328,../data/rgbd-dataset-10k\train\images\glue_stick_5_2_37_crop.png,17,17
329,../data/rgbd-dataset-10k\train\images\comb_3_2_115_crop.png,12,12
331,../data/rgbd-dataset-10k\test\images\kleenex_3_4_161_crop.png,22,22
332,../data/rgbd-dataset-10k\train\images\cap_4_2_139_crop.png,8,8
333,../data/rgbd-dataset-10k\train\images\sponge_3_1_23_crop.png,41,41
334,../data/rgbd-dataset-10k\train\images\dry_battery_5_4_32_crop.png,13,13
335,../data/rgbd-dataset-10k\train\images\food_cup_2_2_17_crop.png,15,15
336,../data/rgbd-dataset-10k\train\images\lime_3_2_55_crop.png,25,25
338,../data/rgbd-dataset-10k\train\images\tomato_7_2_3_crop.png,43,43
340,../data/rgbd-dataset-10k\train\images\sponge_8_1_145_crop.png,41,41
341,../data/rgbd-dataset-10k\train\images\bowl_5_2_89_crop.png,5,5
343,../data/rgbd-dataset-10k\train\images\shampoo_1_1_194_crop.png,39,39
344,../data/rgbd-dataset-10k\train\images\bell_pepper_1_4_135_crop.png,3,3
346,../data/rgbd-dataset-10k\train\images\pitcher_1_1_28_crop.png,33,33
347,../data/rgbd-dataset-10k\train\images\tomato_3_2_22_crop.png,43,43
348,../data/rgbd-dataset-10k\train\images\greens_4_4_202_crop.png,18,18
349,../data/rgbd-dataset-10k\train\images\binder_3_2_229_crop.png,4,4
350,../data/rgbd-dataset-10k\test\images\notebook_4_4_115_crop.png,28,28
351,../data/rgbd-dataset-10k\train\images\cell_phone_2_1_162_crop.png,9,9
352,../data/rgbd-dataset-10k\test\images\sponge_10_4_34_crop.png,41,41
353,../data/rgbd-dataset-10k\train\images\greens_4_2_72_crop.png,18,18
355,../data/rgbd-dataset-10k\train\images\pitcher_1_4_151_crop.png,33,33
357,../data/rgbd-dataset-10k\train\images\ball_5_4_215_crop.png,1,1
358,../data/rgbd-dataset-10k\train\images\cereal_box_3_4_199_crop.png,10,10
359,../data/rgbd-dataset-10k\train\images\ball_6_1_95_crop.png,1,1
360,../data/rgbd-dataset-10k\train\images\bell_pepper_6_2_72_crop.png,3,3
361,../data/rgbd-dataset-10k\valid\images\coffee_mug_4_2_120_crop.png,11,11
362,../data/rgbd-dataset-10k\train\images\potato_2_2_89_crop.png,36,36
363,../data/rgbd-dataset-10k\train\images\bowl_1_1_5_crop.png,5,5
366,../data/rgbd-dataset-10k\train\images\pear_4_4_157_crop.png,32,32
367,../data/rgbd-dataset-10k\train\images\pitcher_3_4_60_crop.png,33,33
368,../data/rgbd-dataset-10k\train\images\hand_towel_5_4_152_crop.png,19,19
369,../data/rgbd-dataset-10k\valid\images\camera_3_1_63_crop.png,7,7
370,../data/rgbd-dataset-10k\train\images\ball_7_2_4_crop.png,1,1
372,../data/rgbd-dataset-10k\train\images\apple_2_2_148_crop.png,0,0
373,../data/rgbd-dataset-10k\train\images\bowl_2_4_10_crop.png,5,5
374,../data/rgbd-dataset-10k\train\images\scissors_2_1_169_crop.png,38,38
375,../data/rgbd-dataset-10k\test\images\coffee_mug_8_4_173_crop.png,11,11
376,../data/rgbd-dataset-10k\train\images\bell_pepper_3_2_51_crop.png,3,3
377,../data/rgbd-dataset-10k\test\images\greens_2_1_162_crop.png,18,18
378,../data/rgbd-dataset-10k\train\images\garlic_1_2_76_crop.png,16,16
379,../data/rgbd-dataset-10k\train\images\peach_1_1_60_crop.png,31,31
380,../data/rgbd-dataset-10k\test\images\shampoo_4_2_170_crop.png,39,39
381,../data/rgbd-dataset-10k\train\images\scissors_3_4_113_crop.png,38,38
383,../data/rgbd-dataset-10k\train\images\potato_2_1_142_crop.png,36,36
385,../data/rgbd-dataset-10k\train\images\ball_2_4_260_crop.png,1,1
386,../data/rgbd-dataset-10k\train\images\greens_4_1_9_crop.png,18,18
387,../data/rgbd-dataset-10k\test\images\toothbrush_2_1_53_crop.png,44,44
389,../data/rgbd-dataset-10k\train\images\coffee_mug_4_1_42_crop.png,11,11
391,../data/rgbd-dataset-10k\train\images\bell_pepper_2_1_178_crop.png,3,3
392,../data/rgbd-dataset-10k\train\images\water_bottle_10_4_29_crop.png,46,46
393,../data/rgbd-dataset-10k\train\images\bowl_4_1_140_crop.png,5,5
394,../data/rgbd-dataset-10k\train\images\mushroom_2_4_151_crop.png,27,27
395,../data/rgbd-dataset-10k\train\images\potato_3_1_185_crop.png,36,36
396,../data/rgbd-dataset-10k\valid\images\binder_3_1_189_crop.png,4,4
397,../data/rgbd-dataset-10k\valid\images\flashlight_5_4_11_crop.png,14,14
398,../data/rgbd-dataset-10k\train\images\water_bottle_3_2_140_crop.png,46,46
399,../data/rgbd-dataset-10k\train\images\comb_3_4_81_crop.png,12,12
400,../data/rgbd-dataset-10k\test\images\toothbrush_1_1_11_crop.png,44,44
401,../data/rgbd-dataset-10k\train\images\onion_4_2_146_crop.png,29,29
402,../data/rgbd-dataset-10k\train\images\apple_2_2_36_crop.png,0,0
403,../data/rgbd-dataset-10k\train\images\toothpaste_3_2_89_crop.png,45,45
405,../data/rgbd-dataset-10k\train\images\tomato_2_2_119_crop.png,43,43
406,../data/rgbd-dataset-10k\train\images\notebook_1_1_194_crop.png,28,28
409,../data/rgbd-dataset-10k\test\images\pitcher_1_4_92_crop.png,33,33
410,../data/rgbd-dataset-10k\train\images\keyboard_5_4_53_crop.png,21,21
411,../data/rgbd-dataset-10k\train\images\onion_6_4_208_crop.png,29,29
412,../data/rgbd-dataset-10k\train\images\camera_3_2_92_crop.png,7,7
413,../data/rgbd-dataset-10k\test\images\pliers_3_1_47_crop.png,35,35
415,../data/rgbd-dataset-10k\train\images\marker_9_4_52_crop.png,26,26
416,../data/rgbd-dataset-10k\valid\images\peach_2_1_10_crop.png,31,31
417,../data/rgbd-dataset-10k\test\images\cap_2_2_59_crop.png,8,8
418,../data/rgbd-dataset-10k\train\images\pitcher_3_2_139_crop.png,33,33
419,../data/rgbd-dataset-10k\train\images\coffee_mug_4_4_132_crop.png,11,11
421,../data/rgbd-dataset-10k\train\images\toothpaste_2_4_273_crop.png,45,45
422,../data/rgbd-dataset-10k\train\images\food_bag_7_2_238_crop.png,15,15
423,../data/rgbd-dataset-10k\train\images\binder_1_1_23_crop.png,4,4
424,../data/rgbd-dataset-10k\train\images\instant_noodles_6_1_51_crop.png,20,20
426,../data/rgbd-dataset-10k\train\images\flashlight_4_4_86_crop.png,14,14
427,../data/rgbd-dataset-10k\valid\images\calculator_4_4_18_crop.png,6,6
428,../data/rgbd-dataset-10k\test\images\shampoo_2_2_75_crop.png,39,39
429,../data/rgbd-dataset-10k\train\images\tomato_5_1_149_crop.png,43,43
430,../data/rgbd-dataset-10k\test\images\mushroom_1_2_59_crop.png,27,27
431,../data/rgbd-dataset-10k\train\images\food_jar_2_2_209_crop.png,15,15
433,../data/rgbd-dataset-10k\valid\images\keyboard_4_1_67_crop.png,21,21
434,../data/rgbd-dataset-10k\train\images\keyboard_4_1_95_crop.png,21,21
437,../data/rgbd-dataset-10k\train\images\banana_3_2_229_crop.png,2,2
