index,path,label,pred
36,../data/nyu_data/nyu2/living_room_0078_out\50.jpg,17,17
37,../data/nyu_data/nyu2/furniture_store_0002a_out\141.jpg,12,12
38,../data/nyu_data/nyu2/furniture_store_0002a_out\237.jpg,12,12
39,../data/nyu_data/nyu2/bedroom_0067b_out\39.jpg,2,2
40,../data/nyu_data/nyu2/bedroom_0025_out\199.jpg,2,2
41,../data/nyu_data/nyu2/office_kitchen_0003_out\184.jpg,19,19
42,../data/nyu_data/nyu2/dining_room_0013_out\259.jpg,9,9
43,../data/nyu_data/nyu2/bathroom_0028_out\71.jpg,1,1
44,../data/nyu_data/nyu2/kitchen_0028b_out\51.jpg,15,15
45,../data/nyu_data/nyu2/kitchen_0010_out\184.jpg,15,15
46,../data/nyu_data/nyu2/home_office_0013_out\109.jpg,13,13
49,../data/nyu_data/nyu2/furniture_store_0001d_out\185.jpg,12,12
52,../data/nyu_data/nyu2/kitchen_0050_out\195.jpg,15,15
53,../data/nyu_data/nyu2/dining_room_0034_out\62.jpg,9,9
54,../data/nyu_data/nyu2/bathroom_0010_out\24.jpg,1,1
55,../data/nyu_data/nyu2/kitchen_0051_out\163.jpg,15,15
56,../data/nyu_data/nyu2/bathroom_0041_out\16.jpg,1,1
57,../data/nyu_data/nyu2/bedroom_0004_out\30.jpg,2,2
58,../data/nyu_data/nyu2/bedroom_0025_out\176.jpg,2,2
59,../data/nyu_data/nyu2/bedroom_0097_out\12.jpg,2,2
60,../data/nyu_data/nyu2/living_room_0035_out\78.jpg,17,17
61,../data/nyu_data/nyu2/living_room_0085_out\41.jpg,17,17
62,../data/nyu_data/nyu2/office_0006_out\108.jpg,19,19
64,../data/nyu_data/nyu2/bathroom_0051_out\50.jpg,1,1
65,../data/nyu_data/nyu2/bedroom_0078_out\47.jpg,2,2
67,../data/nyu_data/nyu2/bedroom_0016_out\255.jpg,2,2
68,../data/nyu_data/nyu2/playroom_0004_out\28.jpg,20,20
69,../data/nyu_data/nyu2/bathroom_0019_out\105.jpg,1,1
70,../data/nyu_data/nyu2/kitchen_0028a_out\38.jpg,15,15
71,../data/nyu_data/nyu2/bedroom_0056b_out\29.jpg,2,2
72,../data/nyu_data/nyu2/reception_room_0002_out\134.jpg,22,22
73,../data/nyu_data/nyu2/bedroom_0081_out\22.jpg,2,2
74,../data/nyu_data/nyu2/bathroom_0028_out\19.jpg,1,1
75,../data/nyu_data/nyu2/kitchen_0050_out\131.jpg,15,15
77,../data/nyu_data/nyu2/kitchen_0050_out\130.jpg,15,15
79,../data/nyu_data/nyu2/bathroom_0041_out\27.jpg,1,1
80,../data/nyu_data/nyu2/bookstore_0001i_out\206.jpg,3,3
81,../data/nyu_data/nyu2/bedroom_0069_out\39.jpg,2,2
82,../data/nyu_data/nyu2/kitchen_0047_out\35.jpg,15,15
84,../data/nyu_data/nyu2/dining_room_0008_out\126.jpg,9,9
85,../data/nyu_data/nyu2/kitchen_0048_out\246.jpg,15,15
88,../data/nyu_data/nyu2/bedroom_0120_out\105.jpg,2,2
90,../data/nyu_data/nyu2/bathroom_0016_out\5.jpg,1,1
91,../data/nyu_data/nyu2/living_room_0063_out\149.jpg,17,17
93,../data/nyu_data/nyu2/kitchen_0017_out\48.jpg,15,15
94,../data/nyu_data/nyu2/dining_room_0010_out\55.jpg,9,9
95,../data/nyu_data/nyu2/bathroom_0051_out\76.jpg,1,1
96,../data/nyu_data/nyu2/bedroom_0041_out\25.jpg,2,2
97,../data/nyu_data/nyu2/bookstore_0001g_out\87.jpg,3,3
98,../data/nyu_data/nyu2/kitchen_0016_out\171.jpg,15,15
99,../data/nyu_data/nyu2/bedroom_0138_out\135.jpg,2,2
101,../data/nyu_data/nyu2/dinette_0001_out\17.jpg,8,8
102,../data/nyu_data/nyu2/kitchen_0003_out\58.jpg,15,15
103,../data/nyu_data/nyu2/bedroom_0025_out\72.jpg,2,2
104,../data/nyu_data/nyu2/bedroom_0125a_out\14.jpg,2,2
106,../data/nyu_data/nyu2/conference_room_0001_out\109.jpg,7,7
107,../data/nyu_data/nyu2/bedroom_0053_out\130.jpg,2,2
108,../data/nyu_data/nyu2/bathroom_0034_out\33.jpg,1,1
109,../data/nyu_data/nyu2/furniture_store_0002b_out\128.jpg,12,12
110,../data/nyu_data/nyu2/kitchen_0031_out\54.jpg,15,15
111,../data/nyu_data/nyu2/home_office_0004_out\74.jpg,13,13
114,../data/nyu_data/nyu2/office_kitchen_0001a_out\18.jpg,19,19
115,../data/nyu_data/nyu2/reception_room_0001b_out\43.jpg,22,22
116,../data/nyu_data/nyu2/playroom_0006_out\155.jpg,20,20
117,../data/nyu_data/nyu2/bathroom_0006_out\21.jpg,1,1
118,../data/nyu_data/nyu2/home_office_0006_out\45.jpg,13,13
119,../data/nyu_data/nyu2/bedroom_0076a_out\24.jpg,2,2
120,../data/nyu_data/nyu2/kitchen_0048_out\170.jpg,15,15
122,../data/nyu_data/nyu2/bathroom_0035_out\42.jpg,1,1
123,../data/nyu_data/nyu2/furniture_store_0001b_out\114.jpg,12,12
124,../data/nyu_data/nyu2/dining_room_0031_out\418.jpg,9,9
126,../data/nyu_data/nyu2/kitchen_0019b_out\14.jpg,15,15
127,../data/nyu_data/nyu2/living_room_0046a_out\47.jpg,17,17
128,../data/nyu_data/nyu2/dining_room_0014_out\81.jpg,9,9
129,../data/nyu_data/nyu2/office_0004_out\53.jpg,19,19
130,../data/nyu_data/nyu2/home_office_0007_out\17.jpg,13,13
131,../data/nyu_data/nyu2/home_office_0004_out\252.jpg,13,13
132,../data/nyu_data/nyu2/dining_room_0033_out\156.jpg,9,9
133,../data/nyu_data/nyu2/bedroom_0120_out\53.jpg,2,2
134,../data/nyu_data/nyu2/bookstore_0001e_out\325.jpg,3,3
136,../data/nyu_data/nyu2/dining_room_0028_out\84.jpg,9,9
137,../data/nyu_data/nyu2/bedroom_0140_out\149.jpg,2,2
138,../data/nyu_data/nyu2/bedroom_0004_out\140.jpg,2,2
139,../data/nyu_data/nyu2/study_room_0004_out\202.jpg,24,24
140,../data/nyu_data/nyu2/bedroom_0100_out\14.jpg,2,2
143,../data/nyu_data/nyu2/bedroom_0063_out\173.jpg,2,2
144,../data/nyu_data/nyu2/bathroom_0014a_out\77.jpg,1,1
145,../data/nyu_data/nyu2/kitchen_0050_out\239.jpg,15,15
146,../data/nyu_data/nyu2/excercise_room_0001_out\59.jpg,10,10
147,../data/nyu_data/nyu2/kitchen_0053_out\51.jpg,15,15
148,../data/nyu_data/nyu2/bedroom_0125a_out\5.jpg,2,2
151,../data/nyu_data/nyu2/dining_room_0033_out\122.jpg,9,9
152,../data/nyu_data/nyu2/study_0003_out\68.jpg,24,24
153,../data/nyu_data/nyu2/bedroom_0072_out\71.jpg,2,2
154,../data/nyu_data/nyu2/kitchen_0060_out\221.jpg,15,15
155,../data/nyu_data/nyu2/bookstore_0001g_out\143.jpg,3,3
156,../data/nyu_data/nyu2/kitchen_0052_out\16.jpg,15,15
157,../data/nyu_data/nyu2/living_room_0086b_out\15.jpg,17,17
158,../data/nyu_data/nyu2/bedroom_0071_out\229.jpg,2,2
159,../data/nyu_data/nyu2/office_kitchen_0003_out\107.jpg,19,19
160,../data/nyu_data/nyu2/playroom_0003_out\296.jpg,20,20
161,../data/nyu_data/nyu2/bedroom_0094_out\13.jpg,2,2
162,../data/nyu_data/nyu2/kitchen_0060_out\98.jpg,15,15
163,../data/nyu_data/nyu2/dining_room_0008_out\255.jpg,9,9
164,../data/nyu_data/nyu2/nyu_office_0_out\332.jpg,18,18
165,../data/nyu_data/nyu2/bedroom_0019_out\31.jpg,2,2
166,../data/nyu_data/nyu2/bedroom_0076a_out\163.jpg,2,2
167,../data/nyu_data/nyu2/dining_room_0034_out\227.jpg,9,9
168,../data/nyu_data/nyu2/office_0018_out\64.jpg,19,19
170,../data/nyu_data/nyu2/bookstore_0001g_out\172.jpg,3,3
171,../data/nyu_data/nyu2/dining_room_0007_out\233.jpg,9,9
172,../data/nyu_data/nyu2/living_room_0046a_out\55.jpg,17,17
173,../data/nyu_data/nyu2/living_room_0046a_out\49.jpg,17,17
174,../data/nyu_data/nyu2/living_room_0018_out\281.jpg,17,17
175,../data/nyu_data/nyu2/bedroom_0072_out\68.jpg,2,2
176,../data/nyu_data/nyu2/kitchen_0060_out\238.jpg,15,15
177,../data/nyu_data/nyu2/dining_room_0037_out\136.jpg,9,9
179,../data/nyu_data/nyu2/bathroom_0049_out\55.jpg,1,1
180,../data/nyu_data/nyu2/living_room_0063_out\112.jpg,17,17
181,../data/nyu_data/nyu2/dining_room_0012_out\44.jpg,9,9
182,../data/nyu_data/nyu2/kitchen_0051_out\394.jpg,15,15
184,../data/nyu_data/nyu2/classroom_0006_out\191.jpg,5,5
185,../data/nyu_data/nyu2/office_kitchen_0001b_out\37.jpg,19,19
186,../data/nyu_data/nyu2/bedroom_0120_out\87.jpg,2,2
187,../data/nyu_data/nyu2/living_room_0035_out\27.jpg,17,17
188,../data/nyu_data/nyu2/bedroom_0051_out\307.jpg,2,2
190,../data/nyu_data/nyu2/living_room_0040_out\164.jpg,17,17
191,../data/nyu_data/nyu2/reception_room_0002_out\156.jpg,22,22
193,../data/nyu_data/nyu2/cafe_0001c_out\103.jpg,4,4
194,../data/nyu_data/nyu2/living_room_0069b_out\10.jpg,17,17
195,../data/nyu_data/nyu2/furniture_store_0002a_out\477.jpg,12,12
196,../data/nyu_data/nyu2/study_room_0004_out\298.jpg,24,24
197,../data/nyu_data/nyu2/office_0006_out\195.jpg,19,19
198,../data/nyu_data/nyu2/dining_room_0037_out\168.jpg,9,9
199,../data/nyu_data/nyu2/bedroom_0071_out\65.jpg,2,2
200,../data/nyu_data/nyu2/home_office_0006_out\116.jpg,13,13
201,../data/nyu_data/nyu2/kitchen_0048_out\346.jpg,15,15
202,../data/nyu_data/nyu2/study_room_0004_out\87.jpg,24,24
204,../data/nyu_data/nyu2/bedroom_0081_out\15.jpg,2,2
205,../data/nyu_data/nyu2/dining_room_0033_out\39.jpg,9,9
206,../data/nyu_data/nyu2/living_room_0010_out\255.jpg,17,17
207,../data/nyu_data/nyu2/reception_room_0001b_out\26.jpg,22,22
208,../data/nyu_data/nyu2/bedroom_0026_out\142.jpg,2,2
209,../data/nyu_data/nyu2/office_0009_out\99.jpg,19,19
210,../data/nyu_data/nyu2/dining_room_0007_out\232.jpg,9,9
212,../data/nyu_data/nyu2/bedroom_0129_out\96.jpg,2,2
213,../data/nyu_data/nyu2/living_room_0058_out\238.jpg,17,17
214,../data/nyu_data/nyu2/bookstore_0001j_out\63.jpg,3,3
215,../data/nyu_data/nyu2/bathroom_0028_out\219.jpg,1,1
216,../data/nyu_data/nyu2/bedroom_0118_out\18.jpg,2,2
218,../data/nyu_data/nyu2/living_room_0040_out\25.jpg,17,17
219,../data/nyu_data/nyu2/bedroom_0045_out\22.jpg,2,2
220,../data/nyu_data/nyu2/furniture_store_0001a_out\41.jpg,12,12
221,../data/nyu_data/nyu2/bookstore_0001i_out\158.jpg,3,3
223,../data/nyu_data/nyu2/bedroom_0026_out\76.jpg,2,2
224,../data/nyu_data/nyu2/bedroom_0138_out\123.jpg,2,2
225,../data/nyu_data/nyu2/bedroom_0130_out\25.jpg,2,2
226,../data/nyu_data/nyu2/kitchen_0043_out\256.jpg,15,15
228,../data/nyu_data/nyu2/furniture_store_0001d_out\59.jpg,12,12
229,../data/nyu_data/nyu2/bookstore_0001f_out\103.jpg,3,3
230,../data/nyu_data/nyu2/living_room_0050_out\383.jpg,17,17
231,../data/nyu_data/nyu2/dining_room_0016_out\53.jpg,9,9
232,../data/nyu_data/nyu2/living_room_0058_out\13.jpg,17,17
233,../data/nyu_data/nyu2/living_room_0011_out\11.jpg,17,17
234,../data/nyu_data/nyu2/reception_room_0001b_out\79.jpg,22,22
236,../data/nyu_data/nyu2/living_room_0058_out\211.jpg,17,17
238,../data/nyu_data/nyu2/bookstore_0001i_out\75.jpg,3,3
239,../data/nyu_data/nyu2/kitchen_0053_out\46.jpg,15,15
240,../data/nyu_data/nyu2/living_room_0012_out\90.jpg,17,17
241,../data/nyu_data/nyu2/office_0021_out\48.jpg,19,19
242,../data/nyu_data/nyu2/bedroom_0106_out\118.jpg,2,2
244,../data/nyu_data/nyu2/cafe_0001c_out\154.jpg,4,4
245,../data/nyu_data/nyu2/living_room_0050_out\332.jpg,17,17
246,../data/nyu_data/nyu2/bedroom_0071_out\89.jpg,2,2
247,../data/nyu_data/nyu2/bedroom_0033_out\93.jpg,2,2
248,../data/nyu_data/nyu2/living_room_0010_out\214.jpg,17,17
249,../data/nyu_data/nyu2/kitchen_0008_out\28.jpg,15,15
250,../data/nyu_data/nyu2/bedroom_0026_out\160.jpg,2,2
251,../data/nyu_data/nyu2/furniture_store_0002a_out\22.jpg,12,12
252,../data/nyu_data/nyu2/living_room_0011_out\43.jpg,17,17
253,../data/nyu_data/nyu2/living_room_0035_out\58.jpg,17,17
254,../data/nyu_data/nyu2/dining_room_0029_out\178.jpg,9,9
255,../data/nyu_data/nyu2/office_kitchen_0001a_out\58.jpg,19,19
256,../data/nyu_data/nyu2/living_room_0062_out\225.jpg,17,17
257,../data/nyu_data/nyu2/dining_room_0001b_out\330.jpg,9,9
258,../data/nyu_data/nyu2/kitchen_0019a_out\367.jpg,15,15
259,../data/nyu_data/nyu2/furniture_store_0002d_out\78.jpg,12,12
260,../data/nyu_data/nyu2/bathroom_0035_out\28.jpg,1,1
261,../data/nyu_data/nyu2/living_room_0040_out\242.jpg,17,17
262,../data/nyu_data/nyu2/kitchen_0028a_out\140.jpg,15,15
263,../data/nyu_data/nyu2/bedroom_0094_out\17.jpg,2,2
264,../data/nyu_data/nyu2/bookstore_0001d_out\150.jpg,3,3
266,../data/nyu_data/nyu2/dining_room_0016_out\286.jpg,9,9
267,../data/nyu_data/nyu2/bookstore_0001i_out\160.jpg,3,3
269,../data/nyu_data/nyu2/bedroom_0019_out\60.jpg,2,2
270,../data/nyu_data/nyu2/bookstore_0001d_out\324.jpg,3,3
271,../data/nyu_data/nyu2/furniture_store_0002b_out\124.jpg,12,12
272,../data/nyu_data/nyu2/classroom_0003_out\95.jpg,5,5
273,../data/nyu_data/nyu2/kitchen_0053_out\47.jpg,15,15
276,../data/nyu_data/nyu2/living_room_0018_out\205.jpg,17,17
277,../data/nyu_data/nyu2/bathroom_0048_out\135.jpg,1,1
278,../data/nyu_data/nyu2/living_room_0058_out\298.jpg,17,17
282,../data/nyu_data/nyu2/living_room_0070_out\104.jpg,17,17
283,../data/nyu_data/nyu2/bedroom_0106_out\8.jpg,2,2
285,../data/nyu_data/nyu2/home_office_0008_out\53.jpg,13,13
286,../data/nyu_data/nyu2/furniture_store_0002a_out\75.jpg,12,12
287,../data/nyu_data/nyu2/bedroom_0050_out\191.jpg,2,2
289,../data/nyu_data/nyu2/home_office_0008_out\118.jpg,13,13
291,../data/nyu_data/nyu2/bedroom_0040_out\15.jpg,2,2
292,../data/nyu_data/nyu2/dining_room_0034_out\251.jpg,9,9
293,../data/nyu_data/nyu2/living_room_0063_out\88.jpg,17,17
294,../data/nyu_data/nyu2/dining_room_0014_out\111.jpg,9,9
295,../data/nyu_data/nyu2/kitchen_0019a_out\288.jpg,15,15
297,../data/nyu_data/nyu2/classroom_0018_out\40.jpg,5,5
298,../data/nyu_data/nyu2/kitchen_0048_out\102.jpg,15,15
300,../data/nyu_data/nyu2/reception_room_0002_out\128.jpg,22,22
301,../data/nyu_data/nyu2/kitchen_0028a_out\237.jpg,15,15
302,../data/nyu_data/nyu2/home_office_0013_out\92.jpg,13,13
304,../data/nyu_data/nyu2/bedroom_0104_out\102.jpg,2,2
305,../data/nyu_data/nyu2/reception_room_0002_out\179.jpg,22,22
307,../data/nyu_data/nyu2/bedroom_0040_out\120.jpg,2,2
308,../data/nyu_data/nyu2/bedroom_0059_out\66.jpg,2,2
309,../data/nyu_data/nyu2/bathroom_0023_out\7.jpg,1,1
310,../data/nyu_data/nyu2/bedroom_0004_out\63.jpg,2,2
311,../data/nyu_data/nyu2/dining_room_0034_out\59.jpg,9,9
312,../data/nyu_data/nyu2/dining_room_0033_out\155.jpg,9,9
313,../data/nyu_data/nyu2/bedroom_0017_out\201.jpg,2,2
315,../data/nyu_data/nyu2/kitchen_0049_out\196.jpg,15,15
317,../data/nyu_data/nyu2/furniture_store_0002a_out\414.jpg,12,12
319,../data/nyu_data/nyu2/living_room_0082_out\94.jpg,17,17
320,../data/nyu_data/nyu2/home_office_0006_out\90.jpg,13,13
321,../data/nyu_data/nyu2/living_room_0050_out\302.jpg,17,17
322,../data/nyu_data/nyu2/home_office_0006_out\47.jpg,13,13
323,../data/nyu_data/nyu2/bedroom_0056a_out\149.jpg,2,2
324,../data/nyu_data/nyu2/bedroom_0138_out\121.jpg,2,2
325,../data/nyu_data/nyu2/dining_room_0031_out\192.jpg,9,9
326,../data/nyu_data/nyu2/bathroom_0041_out\47.jpg,1,1
327,../data/nyu_data/nyu2/classroom_0003_out\113.jpg,5,5
329,../data/nyu_data/nyu2/bedroom_0076a_out\204.jpg,2,2
330,../data/nyu_data/nyu2/home_office_0005_out\187.jpg,13,13
333,../data/nyu_data/nyu2/living_room_0068_out\80.jpg,17,17
334,../data/nyu_data/nyu2/office_0003_out\29.jpg,19,19
336,../data/nyu_data/nyu2/living_room_0050_out\74.jpg,17,17
337,../data/nyu_data/nyu2/bedroom_0057_out\41.jpg,2,2
338,../data/nyu_data/nyu2/living_room_0063_out\216.jpg,17,17
339,../data/nyu_data/nyu2/reception_room_0001a_out\100.jpg,22,22
340,../data/nyu_data/nyu2/dining_room_0034_out\49.jpg,9,9
341,../data/nyu_data/nyu2/kitchen_0035a_out\36.jpg,15,15
342,../data/nyu_data/nyu2/bedroom_0080_out\6.jpg,2,2
343,../data/nyu_data/nyu2/study_room_0005a_out\24.jpg,24,24
345,../data/nyu_data/nyu2/dining_room_0024_out\138.jpg,9,9
346,../data/nyu_data/nyu2/study_room_0004_out\124.jpg,24,24
347,../data/nyu_data/nyu2/kitchen_0043_out\365.jpg,15,15
348,../data/nyu_data/nyu2/bathroom_0041_out\46.jpg,1,1
350,../data/nyu_data/nyu2/office_0003_out\83.jpg,19,19
351,../data/nyu_data/nyu2/living_room_0040_out\149.jpg,17,17
352,../data/nyu_data/nyu2/bedroom_0047_out\61.jpg,2,2
353,../data/nyu_data/nyu2/bedroom_0017_out\97.jpg,2,2
354,../data/nyu_data/nyu2/kitchen_0019a_out\189.jpg,15,15
355,../data/nyu_data/nyu2/bedroom_0050_out\244.jpg,2,2
356,../data/nyu_data/nyu2/living_room_0062_out\87.jpg,17,17
357,../data/nyu_data/nyu2/dining_room_0024_out\145.jpg,9,9
358,../data/nyu_data/nyu2/living_room_0019_out\77.jpg,17,17
359,../data/nyu_data/nyu2/kitchen_0016_out\24.jpg,15,15
360,../data/nyu_data/nyu2/classroom_0006_out\54.jpg,5,5
361,../data/nyu_data/nyu2/bathroom_0024_out\42.jpg,1,1
363,../data/nyu_data/nyu2/bedroom_0051_out\57.jpg,2,2
364,../data/nyu_data/nyu2/furniture_store_0002a_out\525.jpg,12,12
365,../data/nyu_data/nyu2/bedroom_0016_out\83.jpg,2,2
366,../data/nyu_data/nyu2/bathroom_0053_out\13.jpg,1,1
367,../data/nyu_data/nyu2/bedroom_0086_out\15.jpg,2,2
369,../data/nyu_data/nyu2/bathroom_0016_out\50.jpg,1,1
371,../data/nyu_data/nyu2/bedroom_0052_out\214.jpg,2,2
372,../data/nyu_data/nyu2/reception_room_0001a_out\32.jpg,22,22
373,../data/nyu_data/nyu2/living_room_0040_out\430.jpg,17,17
374,../data/nyu_data/nyu2/bathroom_0028_out\134.jpg,1,1
375,../data/nyu_data/nyu2/bookstore_0001f_out\77.jpg,3,3
376,../data/nyu_data/nyu2/furniture_store_0001d_out\169.jpg,12,12
379,../data/nyu_data/nyu2/furniture_store_0001d_out\26.jpg,12,12
381,../data/nyu_data/nyu2/dining_room_0037_out\131.jpg,9,9
382,../data/nyu_data/nyu2/playroom_0004_out\6.jpg,20,20
383,../data/nyu_data/nyu2/living_room_0029_out\36.jpg,17,17
384,../data/nyu_data/nyu2/kitchen_0047_out\89.jpg,15,15
385,../data/nyu_data/nyu2/bookstore_0001f_out\177.jpg,3,3
386,../data/nyu_data/nyu2/bedroom_0059_out\111.jpg,2,2
387,../data/nyu_data/nyu2/living_room_0004_out\103.jpg,17,17
389,../data/nyu_data/nyu2/bookstore_0001f_out\149.jpg,3,3
391,../data/nyu_data/nyu2/bookstore_0001e_out\98.jpg,3,3
392,../data/nyu_data/nyu2/bookstore_0001f_out\118.jpg,3,3
393,../data/nyu_data/nyu2/bedroom_0104_out\163.jpg,2,2
395,../data/nyu_data/nyu2/living_room_0063_out\204.jpg,17,17
396,../data/nyu_data/nyu2/dining_room_0015_out\323.jpg,9,9
397,../data/nyu_data/nyu2/office_kitchen_0003_out\166.jpg,19,19
398,../data/nyu_data/nyu2/kitchen_0050_out\23.jpg,15,15
399,../data/nyu_data/nyu2/living_room_0058_out\296.jpg,17,17
400,../data/nyu_data/nyu2/dining_room_0010_out\144.jpg,9,9
402,../data/nyu_data/nyu2/kitchen_0011a_out\178.jpg,15,15
403,../data/nyu_data/nyu2/kitchen_0049_out\174.jpg,15,15
405,../data/nyu_data/nyu2/living_room_0004_out\214.jpg,17,17
406,../data/nyu_data/nyu2/study_room_0005a_out\69.jpg,24,24
407,../data/nyu_data/nyu2/living_room_0083_out\89.jpg,17,17
409,../data/nyu_data/nyu2/bedroom_0113_out\155.jpg,2,2
410,../data/nyu_data/nyu2/dining_room_0001b_out\220.jpg,9,9
411,../data/nyu_data/nyu2/kitchen_0011a_out\179.jpg,15,15
412,../data/nyu_data/nyu2/living_room_0010_out\278.jpg,17,17
413,../data/nyu_data/nyu2/bedroom_0052_out\300.jpg,2,2
414,../data/nyu_data/nyu2/bedroom_0130_out\2.jpg,2,2
415,../data/nyu_data/nyu2/bedroom_0065_out\45.jpg,2,2
416,../data/nyu_data/nyu2/living_room_0018_out\54.jpg,17,17
417,../data/nyu_data/nyu2/kitchen_0048_out\259.jpg,15,15
418,../data/nyu_data/nyu2/living_room_0020_out\3.jpg,17,17
420,../data/nyu_data/nyu2/bedroom_0136_out\198.jpg,2,2
424,../data/nyu_data/nyu2/bedroom_0034_out\177.jpg,2,2
425,../data/nyu_data/nyu2/classroom_0010_out\85.jpg,5,5
426,../data/nyu_data/nyu2/bathroom_0014a_out\51.jpg,1,1
427,../data/nyu_data/nyu2/dining_room_0001b_out\101.jpg,9,9
428,../data/nyu_data/nyu2/basement_0001b_out\10.jpg,0,0
429,../data/nyu_data/nyu2/kitchen_0047_out\63.jpg,15,15
431,../data/nyu_data/nyu2/bedroom_0136_out\218.jpg,2,2
432,../data/nyu_data/nyu2/kitchen_0053_out\271.jpg,15,15
433,../data/nyu_data/nyu2/kitchen_0060_out\239.jpg,15,15
434,../data/nyu_data/nyu2/living_room_0039_out\204.jpg,17,17
437,../data/nyu_data/nyu2/excercise_room_0001_out\156.jpg,10,10
438,../data/nyu_data/nyu2/reception_room_0001b_out\51.jpg,22,22
439,../data/nyu_data/nyu2/bookstore_0001d_out\316.jpg,3,3
440,../data/nyu_data/nyu2/bedroom_0086_out\103.jpg,2,2
441,../data/nyu_data/nyu2/bedroom_0129_out\100.jpg,2,2
442,../data/nyu_data/nyu2/bookstore_0001f_out\296.jpg,3,3
443,../data/nyu_data/nyu2/bookstore_0001j_out\35.jpg,3,3
444,../data/nyu_data/nyu2/living_room_0058_out\173.jpg,17,17
445,../data/nyu_data/nyu2/living_room_0022_out\136.jpg,17,17
446,../data/nyu_data/nyu2/bedroom_0071_out\171.jpg,2,2
447,../data/nyu_data/nyu2/living_room_0046b_out\161.jpg,17,17
448,../data/nyu_data/nyu2/bathroom_0024_out\56.jpg,1,1
449,../data/nyu_data/nyu2/kitchen_0011a_out\59.jpg,15,15
450,../data/nyu_data/nyu2/dinette_0001_out\33.jpg,8,8
451,../data/nyu_data/nyu2/classroom_0012_out\2.jpg,5,5
452,../data/nyu_data/nyu2/bedroom_0078_out\97.jpg,2,2
453,../data/nyu_data/nyu2/classroom_0004_out\99.jpg,5,5
454,../data/nyu_data/nyu2/living_room_0032_out\47.jpg,17,17
455,../data/nyu_data/nyu2/living_room_0011_out\193.jpg,17,17
457,../data/nyu_data/nyu2/office_0012_out\69.jpg,19,19
458,../data/nyu_data/nyu2/living_room_0033_out\70.jpg,17,17
459,../data/nyu_data/nyu2/excercise_room_0001_out\82.jpg,10,10
460,../data/nyu_data/nyu2/office_0026_out\86.jpg,19,19
461,../data/nyu_data/nyu2/dining_room_0008_out\160.jpg,9,9
462,../data/nyu_data/nyu2/bedroom_0125b_out\53.jpg,2,2
463,../data/nyu_data/nyu2/furniture_store_0001b_out\7.jpg,12,12
464,../data/nyu_data/nyu2/bedroom_0132_out\56.jpg,2,2
465,../data/nyu_data/nyu2/computer_lab_0002_out\28.jpg,6,6
466,../data/nyu_data/nyu2/bedroom_0004_out\119.jpg,2,2
467,../data/nyu_data/nyu2/dining_room_0034_out\264.jpg,9,9
468,../data/nyu_data/nyu2/dining_room_0019_out\34.jpg,9,9
469,../data/nyu_data/nyu2/bedroom_0060_out\95.jpg,2,2
470,../data/nyu_data/nyu2/living_room_0047b_out\248.jpg,17,17
471,../data/nyu_data/nyu2/bookstore_0001d_out\146.jpg,3,3
472,../data/nyu_data/nyu2/classroom_0018_out\30.jpg,5,5
473,../data/nyu_data/nyu2/kitchen_0053_out\152.jpg,15,15
474,../data/nyu_data/nyu2/classroom_0012_out\59.jpg,5,5
475,../data/nyu_data/nyu2/kitchen_0031_out\241.jpg,15,15
